DELETE	/v1/auth/keys/{nameOrID}	/v1/auth/keys/no-such-key
DELETE	/v1/instances/{idOrKey}	/v1/instances/00000000-0000-0000-0000-000000000000
DELETE	/v1/instances/{idOrKey}/breakpoints/{breakpoint_id}	/v1/instances/00000000-0000-0000-0000-000000000000/breakpoints/00000000-0000-0000-0000-000000000000
DELETE	/v1/instances/{id}/assets/{alias}	/v1/instances/00000000-0000-0000-0000-000000000000/assets/nope
DELETE	/v1/mcp	/v1/mcp
DELETE	/v1/tags/{tag}	/v1/tags/no-such-tag
DELETE	/v1/templates/{id}	/v1/templates/no-such-template
GET	/v1/admin/diagnostics/held-frames	/v1/admin/diagnostics/held-frames
GET	/v1/admin/diagnostics/parked-nodes	/v1/admin/diagnostics/parked-nodes
GET	/v1/admin/diagnostics/producer-outbox	/v1/admin/diagnostics/producer-outbox
GET	/v1/admin/diagnostics/wait-sets	/v1/admin/diagnostics/wait-sets?frame=00000000-0000-0000-0000-000000000000
GET	/v1/audit	/v1/audit
GET	/v1/auth/keys	/v1/auth/keys
GET	/v1/auth/keys/{nameOrID}	/v1/auth/keys/no-such-key
GET	/v1/auth/status	/v1/auth/status
GET	/v1/auth/whoami	/v1/auth/whoami
GET	/v1/ca-root	/v1/ca-root
GET	/v1/claim-handles/{claim_handle_id}/holders	/v1/claim-handles/00000000-0000-0000-0000-000000000000/holders
GET	/v1/events	/v1/events
GET	/v1/health	/v1/health
GET	/v1/instances	/v1/instances
GET	/v1/instances/{idOrKey}	/v1/instances/00000000-0000-0000-0000-000000000000
GET	/v1/instances/{idOrKey}/breakpoint-hits	/v1/instances/00000000-0000-0000-0000-000000000000/breakpoint-hits
GET	/v1/instances/{idOrKey}/breakpoints	/v1/instances/00000000-0000-0000-0000-000000000000/breakpoints
GET	/v1/instances/{idOrKey}/nodes	/v1/instances/00000000-0000-0000-0000-000000000000/nodes
GET	/v1/instances/{id}	/v1/observability/instances/00000000-0000-0000-0000-000000000000
GET	/v1/instances/{id}/assets	/v1/instances/00000000-0000-0000-0000-000000000000/assets
GET	/v1/instances/{id}/assets/{alias}	/v1/instances/00000000-0000-0000-0000-000000000000/assets/nope
GET	/v1/instances/{id}/assets/{alias}/materialization-history	/v1/instances/00000000-0000-0000-0000-000000000000/assets/nope/materialization-history
GET	/v1/instances/{id}/assets/{alias}/versions	/v1/instances/00000000-0000-0000-0000-000000000000/assets/nope/versions
GET	/v1/instances/{id}/frames	/v1/instances/00000000-0000-0000-0000-000000000000/frames
